0,0,-0.0177921,-0.760124,0.0197826,-2.34205,0.0298405,1.54119,0.753449
0.0325463,0.0229811,0.171767,-0.558268,0.36426,-2.30184,-0.0784435,1.34456,0.85054
0.209026,-0.0879191,-0.0355461,-0.324545,0.416388,-1.85484,-0.464635,1.67524,0.2444
0.0717801,-0.11941,0.339161,-0.0800889,0.734714,-1.68692,-1.0655,1.56087,0.660074
0.0770444,-0.172033,0.73214,-0.115487,0.866157,-1.55883,-0.914537,1.81902,0.431062
-0.229941,-0.0670188,1.09168,0.24215,1.48073,-1.99817,-1.02073,2.5464,-0.302206
0.0295792,-0.338447,0.0533943,0.400861,1.51616,-2.07252,-2.00386,3.31518,-0.514704
0.194043,-0.286421,1.29429,0.751893,0.845815,-1.52797,-1.29645,1.9814,-0.657088
0.0797253,-0.317669,1.53785,0.517927,0.678945,-1.18657,-0.85949,2.20821,-1.04234
-0.303472,-0.263435,1.23924,-0.0257631,0.817943,-1.40209,-1.11493,1.60748,0.253664
-0.514158,-0.728912,-0.0728056,-0.666069,1.33138,-2.13501,-0.569953,2.93283,2.02388
-0.351918,-0.563511,-0.838413,-0.456153,1.63297,-1.80591,-0.605435,2.58955,1.36453
-0.48389,-0.105072,-0.974394,-0.799509,1.79822,-2.17045,-0.628153,2.97704,1.79018
-0.226586,-0.119315,-1.20996,-0.583349,1.84664,-2.05067,-0.521795,3.03697,1.95979
-0.314176,0.0243835,-1.2685,-0.841166,1.92165,-2.13834,-0.473652,3.24425,2.13695
-0.239988,-0.0495469,-1.35788,-0.728641,2.00858,-2.22714,-0.562623,3.21365,1.9592
-0.310872,0.0944383,-1.38751,-0.936069,2.07634,-2.22327,-0.498997,3.33902,2.06591
-0.35877,0.207443,-1.40416,-1.099,2.13244,-2.18784,-0.432128,3.40943,2.13659
