0,0,-0.0177921,-0.760124,0.0197826,-2.34205,0.0298405,1.54119,0.753449
0.154909,0.0476251,-0.497805,-0.770078,-0.149443,-2.1264,0.400959,1.64156,0.341489
-0.0179017,-0.158043,-0.196715,-0.0953423,-0.249634,-1.86942,0.0908964,1.70666,0.318379
0.186454,-0.19102,-0.769703,-0.0962061,0.249653,-1.5951,0.310631,1.75587,0.681422
0.155678,-0.210164,-0.852498,-0.21891,-0.0421583,-1.4039,0.0493152,2.05464,0.964721
-0.14097,-0.437396,0.129371,-0.664432,0.383154,-1.30019,-0.0615545,1.50143,0.35452
-0.550876,-0.209573,0.641433,0.854626,0.765126,0.406007,-0.146215,2.24898,-1.5046
-0.290992,-0.28604,0.681002,0.517735,0.291405,-0.0389302,-0.603166,2.28359,-1.27899
-0.0984393,-0.124185,0.963532,0.827611,0.749202,-0.345193,0.108456,2.09004,-1.50059
0.290624,-0.121883,1.29546,-0.106825,-0.782014,-0.594059,-1.43599,3.01545,0.256118
0.277112,-0.314886,0.987796,0.420938,1.40185,-0.453195,-1.84705,1.37815,1.60502
-0.00833407,-0.16575,1.6708,-0.178664,0.957374,-0.390571,-0.489374,1.7653,1.58919
0.337868,-0.64143,1.25099,-0.353514,-0.610176,-0.655212,1.2229,1.34239,1.42944
0.240742,-0.431816,2.25306,-0.448093,-1.47695,-1.21081,-1.38475,2.28845,1.6479
0.18243,-0.478956,2.18553,-0.871161,-2.0436,-1.87028,-1.94344,3.11973,2.23806
0.188181,-0.235286,2.12284,-1.20366,-2.2415,-1.70637,-2.19567,3.26453,2.11625
0.146207,-0.246402,1.93711,-1.14744,-2.13007,-1.64575,-2.12417,3.16874,2.08091
0.208957,-0.0895484,1.91421,-1.37534,-2.19695,-1.50741,-2.25733,3.23891,2.00464
