0,0,-0.0177921,-0.760124,0.0197826,-2.34205,0.0298405,1.54119,0.753449
0.00148108,-0.0045646,-0.00160631,-0.740253,0.0309384,-2.32922,0.00736476,1.54494,0.721637
0.0064494,-0.00977339,-0.00322705,-0.720203,0.0539596,-2.33522,-0.0190254,1.55495,0.695543
9.50709e-05,0.0146019,-0.000242509,-0.00881225,0.000794192,-0.0367674,-0.000510514,0.0269687,0.0113586
-0.00868071,-0.17834,0.297556,0.164023,0.623108,-0.0389517,-0.134142,0.66059,0.263054
-0.0764139,0.0560385,0.771729,0.18146,0.831079,-0.0666534,0.103046,0.899875,-0.437501
-0.0694087,-0.0387694,0.867975,0.249145,0.727767,-0.307761,0.0653734,0.796954,-0.413663
-0.0233585,0.211104,1.53355,0.307119,1.0119,-0.464812,1.13252,0.528554,-0.568177
0.050715,0.12044,1.19045,0.0991729,1.22647,-0.704035,0.63028,0.871022,-0.470254
-0.05287,-0.00527125,0.761012,-0.0622077,0.965917,-0.838929,0.246931,0.838107,-0.658438
-0.205855,-0.149585,0.939311,-0.195574,0.86622,-1.41769,0.327111,0.947254,-1.06574
-0.0804669,-0.416801,1.45221,-0.032324,0.580863,-1.78327,-0.306191,0.951088,-0.353821
0.0776849,-0.568448,1.66041,-0.236512,-0.865653,-1.75337,-1.22607,1.41217,-0.571392
0.266872,-0.692366,1.16533,-0.649652,-1.21949,-1.7278,-0.987297,1.65031,-1.11076
0.30542,-0.332371,1.67036,-1.05907,-0.0446111,-1.14378,-0.135117,1.89645,0.314458
-0.230136,-0.30379,1.7933,0.35107,-1.46326,-0.667891,-0.953377,2.54722,-1.03817
-0.0515132,-0.099641,1.93362,0.539578,-1.28546,-0.599216,-0.440121,2.17653,-1.30199
0.144094,-0.0971226,0.574857,-0.420509,0.681806,-1.63402,0.417488,3.09312,-2.04101
0.340693,-0.0418833,0.0846991,-0.4937,1.28971,-1.78175,0.708848,3.36712,-1.92395
0.069647,-0.165663,-0.21923,-0.73656,1.17776,-1.50247,0.934584,3.39537,-1.50938
-0.253974,-0.400687,0.686164,0.142904,0.241456,-1.73787,1.23544,2.32981,-2.02822
-0.302479,-0.401418,0.683414,0.344037,0.264053,-2.182,1.85749,2.23077,-2.00581
-0.186068,-0.281305,0.52579,0.453963,0.327929,-2.04111,1.49894,2.13866,-1.95268
-0.146089,-0.280789,0.409209,0.579012,0.108051,-1.61937,1.87816,2.71811,-1.47247
-0.191057,-0.202698,0.215226,0.643242,0.256675,-1.54158,1.58155,2.73129,-1.50045
-0.153588,-0.172294,0.0760338,0.63709,0.169258,-1.51146,1.39385,2.63598,-1.40954
