0,0,-0.0177921,-0.760124,0.0197826,-2.34205,0.0298405,1.54119,0.753449
0.0824302,0.00632527,0.318304,-0.719885,-0.0239699,-2.1132,0.406318,1.4857,0.903564
0.0961548,0.0342533,0.496074,-0.60847,0.12428,-1.96997,0.494562,1.35573,0.613183
0.233988,0.0657794,0.593451,-0.873801,-0.130954,-1.8153,-0.169084,1.07709,0.448468
0.131017,0.113711,0.756168,-0.867674,-0.0436587,-1.79323,0.064823,1.20501,0.585079
0.23077,0.106174,0.896334,-0.957472,-0.0262785,-2.01406,-0.284922,1.44377,0.000610787
0.142041,0.166131,0.789536,-0.953424,0.260719,-2.04016,-0.341695,1.34105,-0.286036
0.086588,0.129864,0.957815,-0.911581,0.401684,-2.10142,-0.0752062,1.38952,-0.429789
0.0114868,0.240259,1.14562,-1.09634,0.537827,-1.86403,0.000775425,1.69698,-0.915482
0.141311,0.15645,1.37664,-0.830809,0.238831,-1.70491,-0.034956,1.84215,-0.926459
-0.0518615,0.0792091,1.39994,-0.456756,0.499288,-1.42765,0.286177,1.52375,-0.408789
-0.270807,0.156155,1.03466,-0.489179,0.958987,-1.8636,0.798875,1.14683,-0.569882
-0.30691,0.0431665,1.04797,-0.3622,1.17909,-1.71618,0.709959,1.50599,-0.665776
-0.276922,-0.0905246,1.49434,-0.63706,0.82808,-1.57933,0.219532,1.98365,-1.17967
-0.190719,-0.13031,1.57224,-0.837981,-0.0633992,-1.24428,-0.14188,2.38213,-1.42544
-0.355825,-0.392026,1.57977,0.118535,-0.336106,-1.12627,0.0803394,2.63409,-1.59889
-0.76049,-0.0551242,1.54884,0.687212,-0.309172,-1.46187,0.238468,3.51102,-1.58778
-0.527874,-0.133507,1.4134,0.769489,-0.265616,-1.89311,-0.189967,3.15565,-1.96209
-0.547327,-0.162049,1.17195,0.627922,-0.284283,-1.88884,-0.345278,3.06783,-1.92587
-0.505941,0.0219732,1.13094,0.793554,-0.299088,-1.87213,-0.34734,3.22596,-1.91662
-0.510482,0.119883,1.10979,0.828054,-0.296946,-1.86598,-0.350084,3.25905,-1.92172
